1.938547134399414062e+00,-1.419942665100097656e+01
-9.394279122352600098e-01,-9.788941383361816406e+00
-9.321413040161132812e+00,-1.885618400573730469e+01
-1.496864604949951172e+01,1.144868135452270508e+00
-1.070475482940673828e+01,-5.204868316650390625e+00
-8.787462234497070312e+00,1.085411930084228516e+01
-5.530789375305175781e+00,1.458165359497070312e+01
7.970629692077636719e+00,1.507485389709472656e+01
-6.052255630493164062e+00,1.368906307220458984e+01
-1.381757354736328125e+01,-1.748169183731079102e+00
-2.901046514511108398e+00,-7.684687614440917969e+00
-5.478837013244628906e+00,1.463931751251220703e+01
-5.167344570159912109e+00,-1.319398784637451172e+01
-1.381757354736328125e+01,-1.748169183731079102e+00
-9.150055885314941406e+00,-2.257285833358764648e+00
1.072372627258300781e+01,1.836644554138183594e+01
-1.381757354736328125e+01,-1.748169183731079102e+00
-1.569929409027099609e+01,6.333395481109619141e+00
1.068694591522216797e+01,1.843202781677246094e+01
-2.884234666824340820e+00,-7.782676696777343750e+00
1.061342906951904297e+01,1.849102783203125000e+01
-1.152924728393554688e+01,1.786836433410644531e+01
-1.424746322631835938e+01,1.143177032470703125e+01
-1.381757354736328125e+01,-1.748169183731079102e+00
-1.381757354736328125e+01,-1.748169183731079102e+00
9.092036247253417969e+00,-1.250787067413330078e+01
9.025702476501464844e+00,1.391527652740478516e+01
1.621405410766601562e+01,-2.193450450897216797e+00
-1.741193389892578125e+01,-1.387689113616943359e+00
2.000123500823974609e+00,-1.452023792266845703e+01
2.080813169479370117e+00,7.421444058418273926e-01
-1.018130397796630859e+01,-7.364834785461425781e+00
1.796066474914550781e+01,2.789394378662109375e+00
1.620822525024414062e+01,-2.492294073104858398e+00
1.691799354553222656e+01,-3.686476469039916992e+00
-2.149087524414062500e+01,-3.993643999099731445e+00
-8.470150947570800781e+00,8.550303459167480469e+00
-8.417550086975097656e+00,8.561090469360351562e+00
-8.750999450683593750e+00,1.068885135650634766e+01
1.079933738708496094e+01,1.830384445190429688e+01
5.410512924194335938e+00,-1.031009578704833984e+01
6.604745388031005859e+00,6.372499942779541016e+00
-2.501157760620117188e+00,1.712300777435302734e+00
1.609793663024902344e+01,-3.161516904830932617e+00
-1.190366268157958984e+01,-1.218840408325195312e+01
-3.183170795440673828e+00,-1.401852703094482422e+01
-1.289071178436279297e+01,-7.656786918640136719e+00
4.848425388336181641e+00,-9.680264472961425781e+00
-5.775792121887207031e+00,3.788948953151702881e-01
4.865041732788085938e+00,-9.640072822570800781e+00
3.588389158248901367e+00,-2.090145111083984375e+01
4.864298820495605469e+00,-9.750262260437011719e+00
-1.164081573486328125e+01,1.422094851732254028e-01
-1.235356330871582031e+01,1.340561103820800781e+01
-5.467266559600830078e+00,4.286026358604431152e-01
-1.230007839202880859e+01,3.336113095283508301e-01
-7.937563419342041016e+00,-6.047478199005126953e+00
-1.680114555358886719e+01,7.567549705505371094e+00
-1.210315227508544922e+01,1.665991210937500000e+01
-1.230133438110351562e+01,1.387773799896240234e+01
1.935295104980468750e+01,-7.252937316894531250e+00
1.329680061340332031e+01,-3.867677927017211914e+00
6.215012073516845703e+00,-1.564681434631347656e+01
1.524257850646972656e+01,-8.508687973022460938e+00
1.996858119964599609e+00,-6.549852848052978516e+00
2.076314163208007812e+01,-1.101922273635864258e+00
6.884932518005371094e+00,-1.181181335449218750e+01
-3.272065401077270508e+00,-1.686415672302246094e+01
1.382300281524658203e+01,-1.055805802345275879e+00
-9.590166091918945312e+00,-1.077744483947753906e+01
1.995664024353027344e+01,3.821456432342529297e+00
-1.368970584869384766e+01,1.128683805465698242e+00
1.074750614166259766e+01,-1.538333320617675781e+01
1.733147048950195312e+01,-9.949586868286132812e+00
-1.854236721992492676e+00,1.871101760864257812e+01
-1.986893653869628906e+00,-9.091129302978515625e-01
2.012453842163085938e+01,-7.517092704772949219e+00
1.599989223480224609e+01,-1.285992813110351562e+01
-8.484482765197753906e+00,1.519871711730957031e+00
1.352253246307373047e+01,-8.971367478370666504e-01
6.541284561157226562e+00,-1.565278244018554688e+01
8.132719993591308594e+00,-5.619890213012695312e+00
-1.671726465225219727e+00,-5.080643177032470703e+00
1.613730430603027344e+01,-5.047759532928466797e+00
-1.173788452148437500e+01,3.260672688484191895e-01
2.100969886779785156e+01,-1.099804520606994629e+00
2.021344566345214844e+01,-1.255457878112792969e+00
2.019750404357910156e+01,-1.728344440460205078e+00
2.033538818359375000e+01,-7.598164081573486328e+00
7.728910446166992188e+00,-1.580386447906494141e+01
6.464959621429443359e+00,-1.160444641113281250e+01
1.470039081573486328e+01,-8.625829696655273438e+00
-7.514585971832275391e+00,-5.988208293914794922e+00
9.634866714477539062e-01,-1.401612186431884766e+01
-1.063850402832031250e+01,-1.291955471038818359e+00
-1.224663066864013672e+01,-2.133755683898925781e+00
1.352870178222656250e+01,-9.823371887207031250e+00
-3.587288379669189453e+00,-1.195379352569580078e+01
1.347760009765625000e+01,-8.331691741943359375e+00
1.282547760009765625e+01,-5.184183597564697266e+00
1.309991168975830078e+01,-4.281611442565917969e+00
1.192228794097900391e+01,-1.153668975830078125e+01
1.599161863327026367e+00,-1.778993988037109375e+01
-1.232260894775390625e+01,-3.466058671474456787e-01
1.967634391784667969e+01,-7.391451358795166016e+00
-1.024713611602783203e+01,-1.765395355224609375e+01
-3.491044998168945312e+00,-1.421224403381347656e+01
-1.096740245819091797e+01,1.866016960144042969e+01
-9.642456054687500000e+00,2.004995727539062500e+01
-1.520392322540283203e+01,-4.859815120697021484e+00
-9.649804115295410156e+00,2.003944778442382812e+01
3.060729742050170898e+00,1.705829620361328125e+01
1.380983829498291016e+00,1.031559848785400391e+01
-1.357298254966735840e+00,1.040640449523925781e+01
1.034931850433349609e+01,-3.946010351181030273e+00
1.044602584838867188e+01,-3.896860837936401367e+00
1.279159903526306152e+00,-1.785508537292480469e+01
-4.747235298156738281e+00,1.046100425720214844e+01
-1.270502662658691406e+01,1.268536597490310669e-01
-3.281016111373901367e+00,-1.523056125640869141e+01
1.967017173767089844e+01,-9.413728117942810059e-01
-1.049079799652099609e+01,-1.731369018554687500e+01
1.804100799560546875e+01,-1.118586444854736328e+01
-6.345228195190429688e+00,6.105207443237304688e+00
1.379464817047119141e+01,1.500130653381347656e+01
-1.750929832458496094e+01,1.653543710708618164e+00
2.080668687820434570e+00,1.834788894653320312e+01
1.361802101135253906e+00,1.008734798431396484e+01
-4.996318340301513672e+00,1.031445980072021484e+01
1.255535030364990234e+01,1.302491569519042969e+01
1.828832149505615234e+00,1.495618724822998047e+01
-2.712021827697753906e+00,8.124544143676757812e+00
-2.550042867660522461e+00,1.173688983917236328e+01
2.720578670501708984e+00,1.611456871032714844e+01
-1.215731525421142578e+01,1.351467227935791016e+01
3.545356512069702148e+00,7.913098335266113281e+00
1.087375450134277344e+01,1.815167808532714844e+01
2.825654268264770508e+00,1.778163337707519531e+01
-1.625476455688476562e+01,5.992593169212341309e-01
1.232786655426025391e+01,1.623864746093750000e+01
1.563780593872070312e+01,1.190536594390869141e+01
1.758993339538574219e+01,-3.788984537124633789e+00
-1.565451145172119141e+01,-5.591126441955566406e+00
1.369626522064208984e+01,1.490294361114501953e+01
1.249738216400146484e+01,1.475118875503540039e+00
1.073174476623535156e+00,-1.103675270080566406e+01
